seconcilio,calc,p_actor,calc_x_pactor,time_hr,d_anioC2,d_anioC3,d_anioC4,d_anioC5,d_anioC6,d_anioC7,d_num2,d_num3,d_junta2,d_junta3,d_junta4,d_junta5,phase,cluster_v
0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1484
1,1,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1484
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1485
0,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1485
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1485
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1485
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1485
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1485
0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1485
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1485
0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1485
0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1485
0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1485
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1485
0,1,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1485
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1486
0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,2,1486
0,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,2,1486
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1486
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1486
1,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1486
0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1486
0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1486
1,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1486
0,1,1,1,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1486
0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1486
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1487
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,0,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,2,1487
0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1487
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
0,1,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,2,1488
0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
1,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
0,1,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1488
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1489
0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
1,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
1,1,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
0,1,1,1,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
0,1,1,1,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1490
1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,1491
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1491
0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,2,1491
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1492
0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1492
0,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1492
0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1492
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1492
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1492
0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1492
0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1492
1,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1492
0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1492
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
1,1,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,2,1493
0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
1,1,1,1,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1493
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
1,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
0,1,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
0,1,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,2,1494
0,0,0,0,7,0,0,0,0,0,1,0,1,1,0,0,0,1,1
0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,2
0,1,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,1,3
0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,1,4
0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,5
0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,1,6
1,1,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,7
0,0,0,0,5,0,0,0,0,1,0,1,0,1,0,0,0,1,8
0,1,1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,9
0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,10
0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,11
0,0,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,1,12
0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,13
0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,14
0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,15
0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,16
0,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,17
1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,18
1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,19
0,1,0,0,3,0,0,0,0,0,0,1,0,1,0,0,0,1,20
0,1,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,21
0,1,0,0,5,0,0,0,0,0,1,0,1,1,0,0,0,1,22
0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,23
0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,1,24
0,1,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,1,25
0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,26
0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,1,27
0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,28
0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,29
0,1,1,1,7,0,0,0,0,0,1,0,0,1,0,0,0,1,30
0,1,1,1,5,0,0,0,1,0,0,0,0,1,0,0,0,1,31
0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,32
0,1,1,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,33
0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,34
0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,35
0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,36
0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,37
0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,38
0,1,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,1,39
1,1,1,1,5,0,0,0,0,0,1,0,0,1,0,0,0,1,40
0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,41
0,0,1,0,6,0,0,0,0,0,1,0,0,1,0,0,0,1,42
0,1,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,1,43
0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,44
0,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,45
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,46
0,1,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,47
0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,48
0,1,1,1,5,0,0,0,0,1,0,0,0,1,0,0,0,1,49
0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,50
0,1,0,0,7,0,0,0,1,0,0,0,0,1,0,0,0,1,51
0,1,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,52
1,1,1,1,7,0,0,0,0,1,0,0,0,1,0,0,0,1,53
0,0,1,0,7,0,0,0,0,1,0,0,0,1,0,0,0,1,54
0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,0,1,55
0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,56
0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,57
0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,58
0,1,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,59
0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,60
0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,61
0,1,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,1,62
0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,63
0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,1,64
1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,65
0,1,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,66
0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,1,67
0,0,1,0,7,0,0,0,0,0,1,0,0,1,0,0,0,1,68
0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,1,69
0,0,1,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,70
0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,71
0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,72
1,1,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,1,73
0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,74
0,0,0,0,7,0,0,0,0,1,0,0,0,1,0,0,0,1,75
0,1,0,0,4,0,0,0,1,0,0,0,1,1,0,0,0,1,76
1,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,77
0,1,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,78
0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,1,79
1,1,1,1,3,0,0,0,0,1,0,0,0,1,0,0,0,1,80
0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,81
0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,82
0,1,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,83
0,1,1,1,7,0,0,0,0,0,1,0,0,1,0,0,0,1,84
0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,1,85
0,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,86
0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,1,87
0,0,1,0,7,0,0,0,1,0,0,0,0,1,0,0,0,1,88
0,1,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,89
0,1,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,90
0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,91
0,1,1,1,7,0,0,0,0,0,1,0,0,1,0,0,0,1,92
0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,1,93
0,1,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1,94
0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,95
0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,96
0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,97
0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,98
0,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,1,99
1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,100
0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,101
0,1,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,1,102
0,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,103
0,1,0,0,7,0,0,0,0,0,1,0,1,1,0,0,0,1,104
0,1,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,105
0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,106
0,0,0,0,7,0,0,0,0,0,1,0,0,1,0,0,0,1,107
0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,1,108
0,1,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,1,109
0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,1,110
0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,1,111
0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,112
1,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,113
0,1,1,1,5,1,0,0,0,0,0,0,0,1,0,0,0,1,114
0,0,0,0,5,0,0,1,0,0,0,0,0,1,0,0,0,1,115
0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,116
1,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,117
0,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,118
0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,1,119
1,1,1,1,5,0,0,0,0,0,1,0,0,1,0,0,0,1,120
1,1,1,1,5,0,0,0,0,0,1,0,0,1,0,0,0,1,121
1,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,122
0,0,0,0,6,0,0,0,0,1,0,1,0,1,0,0,0,1,123
0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,1,124
0,0,1,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,125
0,1,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,1,126
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,127
0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,128
0,0,1,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,129
0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,130
0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,131
1,1,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,1,132
0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,133
0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,134
0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,135
0,0,1,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,136
0,1,0,0,7,0,0,1,0,0,0,0,0,1,0,0,0,1,137
0,1,1,1,5,0,0,0,0,0,1,0,0,1,0,0,0,1,138
0,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,1,139
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,140
1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,141
0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,142
0,0,1,0,5,0,0,0,0,0,1,0,0,1,0,0,0,1,143
0,1,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,144
0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,1,145
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,146
0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1,147
0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,148
0,1,1,1,3,0,0,0,0,0,1,0,1,1,0,0,0,1,149
0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,1,150
1,1,1,1,3,0,0,0,0,0,1,0,0,1,0,0,0,1,151
0,1,1,1,7,0,0,0,1,0,0,0,0,1,0,0,0,1,152
1,1,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,153
1,1,1,1,4,0,0,0,0,0,1,0,0,1,0,0,0,1,154
0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,1,155
0,1,1,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,156
0,0,1,0,5,0,0,0,0,0,0,0,1,1,0,0,0,1,157
